   1727.94        323.53          104.74        126.22
   1145.59        211.76          101.34        126.66
   1532.35        242.65          103.40        130.07
    164.71         32.35           95.67        125.62
    108.82         10.29           93.87        124.50
    236.76         35.29           95.47        126.08
   1567.65        179.41           99.89        128.67
   1200.00        163.24           98.88        126.45
   1654.41        291.18          103.21        126.96
   1748.53        285.29          103.32        127.99
   1536.76        251.47          103.68        126.81
   1704.41        323.53          103.18        131.83
   1297.06        335.29          103.01        126.92
   1545.59        311.76          105.18        131.58
   1607.35        276.47          101.32        125.83
   1448.53        272.06          104.38        129.37
   1529.41        291.18          102.89        126.28
   1689.71        270.59          104.75        130.15
   1222.06        210.29          103.32        127.30
   1301.47        236.76          102.94        125.34
   1330.88        194.12          101.21        126.72
   1558.82        255.88          103.33        126.23
   1595.59        300.00          103.42        129.85
    530.88        100.00           97.89        127.91
    577.94        108.82           95.04        125.30
    619.12        119.12           93.33        126.38
    576.47        119.12           96.81        126.46
    533.82        107.35           96.95        127.44
    297.06         22.06           94.24        125.97
   1226.47        200.00          104.65        130.25
   1200.00        205.88          101.51        127.14
   1351.47        238.24          103.97        129.21
   1350.00        250.00          103.27        128.86
   1405.88        250.00          103.45        129.27
   1844.12        245.59          103.13        129.46
   1092.65        164.71          101.02        129.46
   1025.00        120.59          100.28        128.08
    913.24        158.82          101.04        128.46
   1257.35        148.53          100.42        129.62
   1666.18        202.94          101.51        129.85
   1494.12        192.65          102.47        130.40
    216.18         35.29           94.69        126.96
    270.59         23.53           94.63        125.75
    258.82         33.82           94.88        127.12
    239.71         23.53           93.98        127.11
    263.24         33.82           94.24        125.63
    258.82         35.29           94.85        126.78
    241.18         27.94           93.77        126.90
    260.29         30.88           95.20        127.84
    244.12         20.59           94.73        127.59
    186.76         19.12           96.26        127.95
   1123.53        166.18           97.84        127.22
    782.35        130.88           99.90        129.32
    260.29         52.94           94.73        127.99
    507.35         83.82           95.35        127.46
    914.71        160.29          102.31        130.15
   1544.12        244.12          102.91        127.66
   1251.47        207.35          103.63        130.26
    548.53        113.24           97.43        127.03
    600.00        122.06           96.27        126.25
    472.06         80.88           95.33        127.75
    432.35         80.88           95.61        127.59
   1214.71        227.94          103.94        129.74
   1408.82        232.35          103.98        129.46
   1457.35        239.71          102.74        127.52
   1376.47        217.65          102.95        128.95
   1629.41        227.94          103.56        130.55
   1654.41        223.53          103.20        125.38
   1522.06        248.53          103.99        129.83
   1239.71        194.12          102.73        129.72
   1498.53        244.12          104.21        129.32
   1477.94        241.18          105.25        129.86
   1525.00        226.47          102.03        127.68
   1325.00        248.53          103.91        129.71
   1194.12        214.71          104.02        129.75
   1267.65        194.12          103.41        129.51
   1630.88        266.18          104.09        130.21
   1223.53        229.41          102.44        129.01
   1598.53        275.00          103.93        130.33
    233.82         23.53           95.62        127.29
   1451.47        223.53          101.60        127.67
   1235.29        194.12          102.17        129.65
    235.29         11.76           93.07        127.94
    230.88         10.29           93.42        127.24
    182.35         10.29           93.53        127.96
    958.82        120.59           97.58        127.66
   2135.29        277.94          102.78        128.94
   1705.88        279.41          104.22        131.36
   2352.94        345.59          103.77        131.40
   2669.12        492.65          103.24        128.13
   1986.76        283.82          102.73        127.74
   2611.76        372.06          102.38        129.75
    792.65        129.41           96.28        128.01
    594.12         85.29           96.58        129.53
    557.35         86.76           95.12        127.71
    472.06         72.06           95.29        128.69
    411.76         66.18           94.49        127.09
    541.18        102.94           94.39        127.82
    552.94        111.76           95.05        128.79
    442.65         27.94           94.43        126.64
    941.18        148.53           96.00        127.92
    569.12        108.82           93.07        125.86
    592.65         85.29           95.67        126.64
    607.35         98.53           94.61        127.37
    755.88        123.53           94.29        126.26
   2247.06        308.82           98.88        126.35
   2400.00        325.00          100.52        127.69
   2452.94        466.18          103.71        128.84
   2433.82        335.29          103.04        129.18
    872.06        170.59           94.91        125.78
    385.29         23.53           92.85        126.41
    307.35         26.47           93.09        128.57
    444.12         69.12           95.44        127.81
    472.06         42.65           95.51        128.69
    536.76        116.18           94.70        127.60
    363.24         27.94           93.19        125.47
    330.88         29.41           92.47        126.23
   2197.06        342.65          102.72        128.61
    316.18         44.12           93.46        128.21
    894.12        150.00           98.36        128.32
    522.06        108.82           95.80        127.30
    485.29         76.47           93.50        125.96
    650.00         95.59           94.27        126.96
    688.24        105.88           95.44        127.40
    620.59         94.12           93.61        126.06
    557.35        111.76           94.79        128.68
    561.76         86.76           94.11        126.73
    510.29        111.76           94.65        127.23
    654.41         58.82           95.54        130.08
   2744.12        372.06          102.28        126.90
   2622.06        375.00          102.43        128.86
    514.71         73.53           94.50        128.98
    367.65         30.88           92.55        126.70
   1129.41        152.94          102.33        126.63
   2308.82        394.12          102.08        127.37
    594.12         85.29           95.66        127.76
    647.06         92.65           95.71        126.25
    313.24         30.88           94.42        123.70
   1625.00        211.76          102.31        127.53
    523.53         75.00           95.94        129.23
    214.71         14.71           92.86        127.82
   1842.65        242.65          102.52        128.83
   1189.71        161.76           99.05        127.96
   1463.24        251.47          104.03        130.32
   1113.24        213.24           99.23        128.21
    811.76        104.41           96.35        128.06
   1627.94        316.18          104.71        130.54
    354.41         19.12           92.81        126.21
   2020.59        357.35          102.58        129.36
   1694.12        289.71           99.63        128.21
   2780.88        280.88          100.52        127.26
    772.06        127.94           97.19        128.84
   1661.76        219.12          102.95        131.13
   1855.88        279.41          102.57        130.68
    998.53        151.47           99.63        130.67
   1388.24        219.12          103.56        129.50
   1516.18        200.00          103.02        130.52
   1594.12        194.12          101.36        124.91
   1339.71        201.47          104.09        131.13
   1708.82        279.41          102.57        127.65
   1638.24        219.12          103.09        129.17
   1260.29        176.47          102.03        128.02
   1388.24        201.47          101.37        126.64
   1675.00        244.12          102.07        127.30
    925.00        147.06           99.07        127.72
   1385.29        205.88          101.13        128.60
   1448.53        242.65          101.86        126.27
   1352.94        242.65          102.34        126.00
   1147.06        185.29          102.34        128.12
   1411.76        235.29          104.25        128.67
    617.65        110.29           97.26        128.38
   1066.18        191.18          102.80        127.89
    838.24        117.65           98.99        125.86
   1301.47        250.00          102.83        126.56
    882.35        139.71          102.10        127.72
   1279.41        250.00          104.38        126.66
   1235.29        279.41          103.50        130.40
   1088.24        227.94          103.14        126.18
   1588.24        264.71          103.08        127.19
    895.59        139.71           97.64        126.32
    919.12        139.71           97.58        126.35
   1602.94        235.29          102.40        129.21
   1705.88        250.00          102.17        129.71
   1419.12        257.35          102.85        127.63
   1367.65        235.29          101.19        124.17
   1323.53        213.24          102.04        124.90
   1213.24        294.12          102.78        126.07
   1323.53        235.29          102.22        124.96
   1176.47        198.53           98.94        127.25
   1360.29        235.29          102.19        127.12
   1279.41        213.24          102.64        122.91
    882.35        132.35           98.20        122.26
   1323.53        257.35          102.23        121.97
   1323.53        227.94          103.75        125.81
    970.59        154.41          101.44        125.44
   1183.82        250.00          102.52        126.32
   1330.88        264.71          102.57        127.40
   1301.47        323.53          102.45        124.76
   1522.06        279.41          101.40        127.28
   1397.06        220.59          101.85        127.03
   1397.06        235.29          101.33        124.67
   1779.41        220.59          101.42        125.31
   1147.06        235.29          102.72        125.74
   1176.47        235.29          103.93        129.02
   1544.12        257.35          102.47        126.30
    977.94        227.94          102.08        126.52
   1139.71        205.88          103.04        126.71
   1411.76        205.88          102.78        126.64
   1323.53        235.29          103.19        127.18
   1352.94        213.24          101.07        125.19
    375.00         51.47           95.23        125.18
    367.65         44.12           96.03        126.89
    411.76         51.47           96.18        125.34
    419.12         44.12           95.56        125.95
   1227.94        205.88          101.92        126.35
   1117.65        294.12          102.96        124.06
   1441.18        183.82          101.28        125.26
   1470.59        205.88          101.55        125.05
    992.65        161.76          102.04        125.25
   1294.12        227.94          102.02        124.86
   1411.76        220.59          102.13        125.93
    970.59        147.06          101.13        124.28
   1338.24        183.82          101.44        123.42
    220.59         29.41           94.53        123.56
   1367.65        235.29          101.69        124.28
   1000.00        198.53          102.50        124.49
   1169.12        250.00          102.48        124.02
   1044.12        183.82          101.71        124.81
   1044.12        183.82          100.75        124.28
    963.24        161.76          101.23        124.45
    551.47         95.59           95.66        122.26
   1235.29        205.88          101.87        123.41
    882.35        169.12          101.00        124.06
    897.06        117.65           98.78        126.03
    323.53         36.76           94.91        121.62
    985.29        169.12           99.04        122.86
   1294.12        198.53          101.46        123.26
    889.71        191.18          102.22        124.38
    404.41         44.12           94.47        124.30
   1558.82        242.65          101.07        126.07
   1095.59        176.47          101.51        124.88
   1080.88        154.41          101.89        126.32
   1661.76        205.88          102.26        125.89
   1397.06        198.53          102.42        126.82
    294.12         44.12           95.66        124.19
    845.59        139.71          101.64        125.93
   1433.82        169.12          101.14        128.14
   1227.94        205.88          103.59        128.86
   1051.47        205.88          103.38        127.55
   1132.35        205.88          102.47        124.95
   1080.88        213.24          104.60        129.92
   1036.76        169.12          103.77        127.89
   1286.76        191.18          102.57        126.06
   1360.29        257.35          105.15        130.48
   1117.65        250.00          103.52        128.22
    316.18         29.41           95.27        127.85
   1632.35        213.24          102.31        129.13
   1073.53        213.24          103.17        127.29
   1522.06        345.59          103.08        124.81
   1294.12        294.12          103.14        125.53
   1161.76        198.53          103.18        126.67
   1426.47        257.35          103.43        126.98
    992.65        191.18          103.00        125.69
   1617.65        279.41          103.66        131.04
   1623.53        194.12          101.41        126.18
   1345.59        286.76          101.66        125.60
   1367.65        191.18          102.59        127.50
   1404.41        197.06          101.26        127.20
   1067.65        135.29           98.60        126.03
   1294.12        286.76          102.08        126.23
   1382.35        294.12          102.33        126.92
   1029.41        191.18          102.29        125.30
    875.00        161.76          100.47        126.35
   1455.88        147.06          102.13        125.81
   1779.41         95.59          100.19        128.12
   1352.94        294.12          102.77        127.91
   1808.82        191.18          101.75        127.46
   1500.00        154.41          101.02        126.64
   2007.35        205.88          100.86        126.87
   1360.29        264.71          101.98        125.88
   1889.71        367.65          102.18        126.54
   1772.06        242.65          102.85        126.62
   1051.47        242.65          103.73        125.62
   1154.41        264.71          102.86        126.69
   1514.71        345.59          102.49        124.31
   1566.18        338.24          102.98        124.87
   1080.88        191.18           99.16        124.56
   1419.12        235.29           99.67        125.20
   1485.29        323.53          102.88        126.09
   1573.53        330.88          102.67        126.73
   1623.53        330.88          100.96        127.86
   1544.12        323.53          102.93        123.87
   1386.76        154.41          100.57        125.44
   1272.06        169.12           99.86        124.23
   1757.35        198.53          100.78        127.59
   1441.18        250.00          101.92        126.60
   1735.29        191.18          100.80        125.91
   1507.35        161.76          101.83        125.62
   1419.12        250.00          102.04        126.45
   1625.00        227.94          101.36        125.76
   1426.47        220.59          101.99        126.51
   1705.88        191.18          100.85        125.97
   1573.53        272.06          101.76        125.70
   1551.47        235.29          101.40        125.73
   1955.88        200.00          100.29        124.58
   1882.35        132.35          100.29        124.91
   1823.53        272.06          100.30        125.57
   1698.53        455.88          102.22        123.58
   1875.00        301.47          100.82        124.53
   1411.76        213.24          100.17        124.56
   1698.53        213.24          100.05        125.06
   1698.53        367.65          102.68        123.01
   2279.41        338.24          101.14        125.13
   1639.71        235.29          100.79        124.65
   1779.41        360.29          102.53        124.81
   1213.24        242.65          101.09        125.12
   1088.24        323.53          104.64        125.53
   1522.06        154.41          102.19        124.99
   2220.59        404.41          102.89        125.12
   1617.65        272.06          101.55        124.98
   1155.88        123.53          101.66        125.12
   1338.24        338.24          102.08        126.96
   2080.88        220.59          100.27        124.84
   1323.53        272.06          100.62        123.71
   1330.88        301.47          102.66        123.78
   1727.94        375.00          102.35        123.89
   1691.18        308.82          102.08        123.78
   1367.65        338.24          104.09        127.72
   1626.47        241.18          101.93        124.35
   1676.47        291.18          102.97        124.77
    977.94         95.59          101.30        122.42
    979.41        114.71          101.89        123.98
    964.71        226.47          100.52        124.69
   1635.29        261.76           99.72        125.31
   1763.24        279.41          101.20        125.92
   1619.12        358.82          101.80        125.09
   1644.12        333.82          101.52        124.59
   1448.53        250.00          101.14        123.89
   1757.35        338.24          102.26        124.99
   1830.88        389.71          102.03        122.41
   1529.41        264.71          101.68        123.20
   1514.71        301.47          102.29        124.97
   1477.94        213.24          101.44        124.19
   1264.71        227.94          101.71        123.36
