  1    159.3     28.0     79.0    160.3     27.9     76.5 
  1    157.9     28.5     77.0    158.0     28.5     76.5 
  1    128.3     20.5     61.5    126.6     20.5     63.0 
  1    136.0     28.0     79.0    137.1     29.4     80.0 
  1    163.6     32.2     74.0    164.3     31.6     78.0 
  1    155.1     32.1     74.0    157.5     32.4     76.0 
  1    142.2     23.7     70.0    142.3     23.2     68.0 
  1    127.2     20.5     61.0    124.9     20.3     60.0 
  1    151.5     31.6     81.0    154.7     32.4     81.0 
  1    158.9     29.8     76.0    158.4     30.0     77.0 
  1    137.1     24.3     68.0    137.5     24.3     67.5 
  1    172.3     31.5     79.0    172.8     30.0     76.0 
  1    156.0     31.8     84.0    152.8     32.1     86.0 
  1    148.9     28.6     68.0    149.6     26.6     68.0 
  1    158.0     32.8     81.5    158.3     31.0     83.0 
  1    154.2     28.7     70.0    155.8     28.9     72.0 
  1    138.5     23.2     65.0    138.1     24.0     65.0 
  1    149.2     26.5     72.0    148.9     28.0     76.0 
  1    134.0     21.6     62.0    135.2     22.1     62.0 
  1    147.7     24.0     70.5    145.7     23.2     69.0 
  1    165.6     32.7     82.0    164.7     33.3     85.0 
  1    153.4     29.5     75.0    152.2     28.5     75.0 
  1    133.8     21.0     60.0    132.0     20.4     60.0 
  1    158.9     28.3     79.0    158.8     28.5     78.5 
  1    181.8     33.1     82.0    175.2     32.6     82.0 
  1    157.2     29.5     76.0    156.9     29.0     76.0 
  1    155.0     26.3     72.0    160.6     26.5     77.5 
  1    153.0     26.0     72.5    153.6     27.0     73.0 
  1    147.4     26.2     75.0    148.0     26.5     76.0 
  1    153.7     27.6     70.0    156.3     28.3     73.0 
  1    165.9     28.1     78.0    167.2     28.8     81.0 
  1    162.3     27.3     81.0    162.9     27.3     81.0 
  1    159.3     32.1     83.0    159.1     32.1     83.5 
  1    151.3     29.5     80.0    151.3     30.5     78.0 
  1    129.7     22.3     61.5    128.8     21.5     63.0 
  1    157.8     27.3     69.0    163.1     28.6     73.0 
  2    139.8     22.0     64.0    137.2     21.2     61.0 
  2    130.1     22.0     60.0    126.8     24.0     63.0 
  2    134.1     22.8     67.0    132.3     23.0     67.5 
  2    151.5     24.6     70.0    151.7     24.5     72.0 
  2    153.5     29.8     72.0    152.3     28.7     70.0 
  2    153.1     26.0     76.5    159.3     26.5     72.0 
  2    150.7     28.2     72.0    157.7     30.4     74.0 
  2    148.8     29.0     74.5    140.7     23.9     64.5 
  2    151.6     29.9     83.0    153.7     29.3     79.5 
  2    159.0     29.9     70.0    158.5     28.9     74.5 
  2    146.0     29.0     69.0    159.4     28.8     71.0 
  2    154.2     26.1     75.0    154.4     27.6     75.5 
  2    147.1     24.4     64.0    154.0     26.0     68.0 
  2    148.0     27.5     82.0    147.1     24.9     72.0 
  2    127.8     20.0     63.0    135.7     21.0     64.0 
  2    166.8     31.5     80.5    163.8     28.9     74.0 
  2    162.5     32.0     80.0    168.6     29.2     79.0 
  2    161.1     30.7     81.0    156.6     32.5     87.0 
  2    163.4     33.0     83.0    164.4     32.0     80.0 
  2    155.9     30.6     75.0    160.0     31.0     82.0 
  2    159.8     27.5     85.5    157.6     28.0     85.0 
  2    116.1     20.0     55.0    121.3     21.0     57.0 
  2    134.7     21.9     67.0    145.0     26.4     74.0 
  2    155.6     27.2     70.0    159.3     30.0     72.5 
  2    134.0     21.0     59.0    131.0     22.2     65.0 
  2    146.5     25.2     75.0    143.5     23.7     69.0 
  2    142.0     25.0     67.0    140.0     23.5     64.0 
  2    148.3     26.6     79.0    152.4     25.0     74.5 
  2    134.4     23.2     67.0    139.6     27.6     77.0 
  2    168.0     30.5     82.0    168.5     32.2     81.0 
  2    145.2     22.7     65.5    138.7     20.9     64.0 
  2    128.4     23.6     64.0    128.5     23.4     63.0 
  2    144.5     23.5     66.0    144.1     26.0     66.0 
  2    148.5     23.7     70.0    146.0     24.9     64.0 
  2    170.9     33.9     84.0    167.8     32.1     82.0 
  2    159.9     29.9     77.5    150.5     25.0     68.0 
  2    167.0     32.7     79.0    172.0     34.2     81.0 
  2    157.3     27.0     73.0    159.0     28.2     77.0 
  2    120.0     21.5     60.0    115.4     20.6     56.0 
  2    165.2     29.4     87.0    157.6     26.0     76.0 
  2    168.2     32.8     89.0    163.1     31.1     79.0 
  2    159.9     28.5     79.0    165.5     27.4     75.5 
  2    150.1     32.6     82.0    159.5     31.9     82.0 
