    1   40   58   31   44   64  
    1   39   59   33   40   60 
    1   40   58   35   46   59  
    1   39   59   31   47   58  
    1   40   60   36   41   56  
    1   45   60   45   45   58  
    1   42   64   39   38   63  
    1   44   59   41   40   60  
    1   42   66   48   20   61  
    1   40   60   35   40   58  
    1   40   61   40   41   58  
    1   40   58   38   45   60  
    1   38   59   39   46   58  
    1   42   59   32   36   61  
    1   40   61   45   45   59  
    1   40   59   45   52   59  
    1   42   58   38   51   59  
    1   40   59   37   44   60  
    1   39   60   35   49   59  
    1   39   60   37   46   56  
    1   40   58   35   39   58  
    1   39   59   34   41   60  
    1   39   60   37   39   59  
    1   40   59   42   43   57  
    1   40   59   37   46   60  
    1   43   60   35   38   62  
    1   40   59   29   41   60  
    1   40   59   37   41   59  
    1   40   60   37   46   60  
    1   40   58   42   45   61  
    1   42   63   48   47   64  
    1   41   59   37   49   60  
    1   39   58   31   47   60  
    1   42   60   43   49   61  
    1   42   59   37   53   62  
    1   40   58   35   40   59  
    1   40   59   35   48   58  
    1   39   60   35   46   59  
    1   38   59   30   47   57  
    1   40   60   38   48   62  
    1   44   60   36   44   60  
    1   40   58   34   41   58  
    1   38   60   31   49   60  
    1   38   58   29   46   60  
    1   39   59   35   43   56  
    1   40   60   37   45   59  
    1   40   60   37   44   61  
    1   42   62   37   35   60  
    1   40   59   35   44   58  
    1   42   58   35   43   61  
    2   44   58   32   25   57  
    2   43   58   25   19   60  
    2   44   57   30   24   59  
    2   42   59   36   20   59  
    2   42   60   38   29   59  
    2   43   56   38   32   58  
    2   43   57   26   18   59  
    2   45   60   27   27   59  
    2   45   59   33   18   60  
    2   43   58   29   26   59  
    2   43   59   39   22   58  
    2   43   59   35   29   59  
    2   44   57   37   19   58  
    2   43   58   29   20   58  
    2   43   58   27    8   58  
    2   44   60   39   15   60  
    2   43   58   35   13   58  
    2   44   58   38   19   58  
    2   43   58   36   19   58  
    2   43   58   29   19   60  
    2   43   58   29   21   58  
    2   42   59   43   26   58  
    2   43   58   26   20   58  
    2   44   59   22   17   59  
    2   43   59   36   25   59  
    2   44   57   33   11   59  
    2   44   60   25   10   59  
    2   44   58   22   16   59  
    2   44   60   36   18   57  
    2   46   61   39   14   59  
    2   42   58   36   27   57  
    2   43   60   20   19   60  
    2   42   59   27   23   59  
    2   43   58   28   12   58  
    2   42   57   41   24   58  
    2   44   60   28   20   60  
    2   43   58   45   25   59  
    2   43   59   35   21   59  
    2   43   60   29    2   60  
    2   44   59   22   11   59  
    2   44   58   46   25   58  
    2   43   60   28    9   60  
    2   43   59   38   29   59  
    2   43   58   47   24   57  
    2   42   58   24   19   59  
    2   43   60   35   22   58  
    2   45   60   28   18   60  
    2   43   57   38   23   60  
    2   44   60   31   22   58  
    2   43   58   22   20   57  
