  1    143.4     22.5     65.5    143.6     24.3     65.0 
  1    141.1     23.2     65.0    142.6     24.0     65.0 
  1    147.2     25.8     75.0    146.9     24.6     71.0 
  1    172.4     32.2     87.0    173.4     32.7     87.0 
  1    170.5     32.8     89.0    170.1     31.0     87.0 
  1    186.4     32.7     89.0    186.6     32.9     88.0 
  1    178.0     28.5     78.0    177.2     28.5     77.0 
  1    181.4     33.6     93.0    183.2     34.0     92.0 
  1    152.0     27.5     75.0    154.1     27.9     75.0 
  1    170.6     30.0     84.0    169.3     28.7     82.0 
  1    151.9     24.6     72.0    155.6     25.0     72.0 
  1    167.6     30.4     89.0    169.6     30.9     88.0 
  1    127.0     19.7     59.0    125.7     19.7     58.0 
  1    134.1     21.0     62.0    136.1     21.5     63.0 
  1    132.0     23.0     64.0    132.5     23.0     64.0 
  1    139.0     22.7     65.0    135.7     22.5     64.0 
  1    134.0     21.5     67.0    132.0     21.5     68.0 
  1    180.0     30.8     84.0    180.6     30.0     88.0 
  1    135.1     21.7     67.0    133.9     21.2     65.0 
  1    142.5     26.7     73.0    139.6     25.5     75.0 
  1    127.0     21.6     60.0    127.0     21.0     60.5 
  1    134.4     21.7     65.0    133.6     22.8     65.5 
  1    167.1     31.5     82.0    169.2     32.0     86.0 
  1    141.7     25.0     69.0    144.6     23.6     70.0 
  1    151.5     26.5     78.0    151.7     26.5     78.0 
  1    129.5     21.2     62.0    130.5     22.5     61.0 
  1    151.6     24.6     65.0    153.8     25.3     66.0 
  1    136.9     21.2     66.0    136.7     20.9     65.0 
  1    159.7     25.9     75.0    159.4     25.0     75.0 
  1    139.4     22.9     72.0    140.5     23.5     72.0 
  1    141.0     25.7     72.0    140.0     24.5     71.0 
  1    180.7     33.1     94.0    181.8     34.3     92.0 
  1    137.3     23.5     70.0    136.5     23.6     68.0 
  1    173.9     28.0     83.0    173.0     28.0     83.0 
  1    170.0     29.0     84.0    170.7     28.2     77.5 
  1    141.3     23.4     65.0    142.3     23.6     65.0 
  1    153.2     24.9     69.0    153.7     24.9     70.5 
  1    172.9     32.8     84.0    169.0     32.3     84.0 
  1    169.3     29.9     80.5    164.9     27.2     81.0 
  1    175.7     30.5     86.0    173.5     29.6     85.5 
  1    166.2     27.3     82.0    167.5     27.2     82.0 
  1    142.7     24.7     73.0    140.8     23.5     61.0 
  1    160.5     27.6     80.0    159.3     27.0     75.5 
  1    133.9     22.3     62.0    136.0     22.5     63.0 
  1    157.3     27.0     70.0    158.5     27.2     72.0 
  1    162.4     26.5     77.0    163.0     26.8     76.0 
  1    158.5     26.1     77.0    159.5     25.7     76.0 
  1    171.9     30.5     86.0    171.3     32.6     84.0 
  1    163.6     24.4     73.0    165.0     24.1     73.0 
  2    149.5     26.0     78.0    155.0     24.3     71.5 
  2    148.0     25.7     72.0    150.0     24.8     71.0 
  2    146.5     23.1     63.0    144.7     24.1     65.0 
  2    148.0     24.6     68.0    149.2     26.6     70.0 
  2    146.7     22.6     67.0    147.5     24.6     70.5 
  2    140.8     22.5     68.0    144.1     23.6     71.0 
  2    160.0     23.5     71.0    167.8     24.8     74.0 
  2    143.7     24.0     67.0    144.9     23.5     68.0 
  2    172.0     27.6     77.0    167.3     25.2     77.0 
  2    177.6     30.7     91.0    168.9     28.5     91.0 
  2    173.5     30.5     82.0    166.7     33.0     82.0 
  2    163.8     27.4     77.0    170.9     29.6     82.0 
  2    174.5     29.3     76.5    181.2     32.7     86.0 
  2    183.0     33.7     94.0    176.9     32.6     93.0 
  2    138.6     23.7     64.0    134.1     21.8     62.0 
  2    172.1     33.5     97.0    178.2     30.8     90.0 
  2    168.4     30.1     79.0    161.4     28.9     79.0 
  2    162.0     30.8     85.0    170.0     31.4     86.0 
  2    124.2     21.4     60.0    132.7     23.5     64.0 
  2    137.6     24.5     66.0    138.0     23.5     65.5 
  2    149.7     24.8     68.0    143.9     27.6     70.0 
  2    139.8     24.4     68.0    138.0     23.6     64.0 
  2    156.6     27.0     74.5    152.9     24.3     71.0 
  2    133.2     21.8     63.0    133.7     22.6     61.0 
  2    171.6     27.7     80.5    174.1     30.0     82.5 
  2    138.2     22.3     63.5    136.8     24.2     68.0 
  2    143.3     24.5     66.5    141.3     22.7     65.0 
  2    143.0     22.7     66.0    138.0     23.0     68.0 
  2    170.0     32.2     86.0    176.3     32.8     87.0 
  2    139.8     23.6     65.0    137.3     23.1     65.0 
  2    161.4     28.6     80.0    159.3     26.1     73.0 
  2    159.9     30.1     74.0    157.0     27.0     73.0 
  2    166.9     27.2     82.0    151.8     26.0     75.0 
  2    173.6     30.7     86.0    175.0     32.6     90.0 
  2    146.4     24.7     68.5    155.0     24.8     68.0 
  2    173.4     32.0     86.0    169.6     32.6     87.0 
  2    124.6     21.3     58.0    124.3     22.3     59.0 
  2    181.6     31.2     82.0    191.4     32.6     86.0 
  2    134.2     22.8     66.0    135.6     23.1     71.0 
  2    163.3     28.7     76.0    177.0     30.9     87.0 
